5,52,18,94,53
71,51,49,94,60
99,36,25,32,77
33,59,54,60,2
2,62,61,90,14
61,27,30,65,3
62,81,81,46,55
77,13,11,75,72
82,34,59,19,57
16,30,12,40,39
2,8,0,52,72
85,41,13,11,4
1,43,22,98,20
46,16,47,70,34
9,31,48,25,20
11,39,42,45,81
12,89,42,72,34
86,69,73,18,68
71,88,5,31,39
21,66,27,46,26
45,74,97,2,65
25,30,62,68,81
39,80,77,89,58
51,97,34,85,67
48,74,99,24,65
36,59,76,45,43
32,98,93,19,79
52,20,74,98,57
34,62,75,82,66
29,1,29,50,34
83,52,69,88,80
11,95,61,39,14
63,62,40,35,84
58,62,50,7,51
61,37,8,26,22
12,44,65,18,24
92,12,59,29,26
83,43,87,73,97
48,43,88,8,45
46,72,25,23,9
6,35,66,1,46
86,30,40,91,43
20,11,42,33,45
42,97,37,78,94
31,92,91,99,30
4,27,47,94,14
21,88,54,96,50
50,92,34,19,84
34,87,67,89,57
15,41,4,23,40
45,36,95,75,38
68,33,19,84,39
62,57,3,17,15
99,31,13,55,70
94,67,53,39,93
15,26,99,34,34
12,37,87,49,24
41,65,2,81,89
56,64,38,54,52
85,19,35,92,70
41,77,76,37,32
93,27,6,30,22
44,11,17,62,51
52,78,79,37,82
24,79,0,57,56
55,98,66,60,17
49,69,4,27,35
71,86,64,25,96
71,28,6,14,10
66,80,13,82,83
61,46,58,38,73
49,54,79,83,97
97,20,29,10,21
46,61,2,1,59
36,29,27,19,82
75,94,15,47,76
64,91,61,8,5
37,84,88,28,33
85,25,45,73,99
96,67,52,17,4
58,99,69,9,66
84,9,3,30,5
41,51,38,44,20
99,40,56,27,47
8,83,99,86,72
26,55,18,4,37
51,25,29,80,83
57,57,89,68,35
2,80,15,68,83
42,93,87,20,29
72,4,99,72,50
46,38,43,99,35
89,98,65,73,9
52,36,12,18,74
54,62,85,80,62
36,96,3,28,63
2,45,27,16,47
72,76,47,67,40
94,26,62,70,40
74,27,64,21,89
89,59,34,18,58
9,41,25,71,62
8,93,46,80,81
46,29,18,80,21
42,86,28,87,73
23,72,80,95,50
66,2,6,23,83
5,19,24,90,10
85,7,78,7,75
35,91,2,63,31
53,44,44,37,98
9,32,75,14,36
98,23,91,69,92
70,39,98,77,24
78,19,85,2,53
84,67,17,72,93
74,63,5,0,56
65,12,55,90,68
70,36,14,26,49
16,41,12,27,78
26,62,12,31,40
77,53,96,16,80
59,80,45,54,10
58,50,71,79,15
58,53,15,45,48
65,81,14,91,16
82,53,38,33,79
11,32,42,85,5
35,0,21,15,16
97,56,89,2,15
76,98,42,57,8
33,39,35,88,81
51,28,83,10,40
55,48,41,88,68
40,55,48,41,63
82,84,92,37,22
43,29,54,36,48
61,69,95,20,30
78,37,22,34,12
47,61,1,80,20
32,19,10,4,1
72,48,44,76,70
10,67,15,65,53
44,97,93,68,88
67,77,72,56,80
74,65,51,58,6
0,61,78,86,46
16,2,13,79,12
38,51,82,34,16
92,31,70,68,72
44,88,5,86,50
13,91,84,69,52
98,65,34,83,42
3,21,90,20,39
83,51,3,83,61
48,58,98,29,59
15,54,71,79,20
58,95,99,99,75
10,50,64,54,36
53,62,24,84,99
20,79,34,58,43
14,92,98,32,56
77,59,57,68,77
74,53,24,0,95
66,39,91,14,61
65,35,17,53,59
32,3,48,80,24
5,7,26,74,10
54,28,26,52,18
53,65,77,48,8
17,11,45,1,96
75,44,35,99,82
88,71,23,15,90
41,77,7,19,80
71,66,72,68,54
21,73,87,41,13
48,24,35,2,83
9,13,91,27,95
28,86,82,58,85
83,73,66,71,56
82,5,64,83,88
17,34,67,43,90
15,33,65,19,55
54,21,12,13,21
32,9,61,95,64
47,22,24,0,47
62,18,62,4,83
27,37,33,3,51
67,96,62,46,48
97,25,63,71,64
69,98,99,29,43
28,45,59,80,46
35,94,83,20,90
35,85,45,94,63
81,41,6,84,26
9,41,68,28,5
98,22,99,77,33
83,45,68,62,78
86,64,87,76,4
88,62,40,88,75
8,79,64,55,39
82,44,95,10,82
27,12,70,94,90
56,27,98,71,10
67,33,25,95,77
88,95,93,48,14
82,82,79,62,47
8,45,36,98,23
83,18,70,35,46
69,77,91,22,17
30,95,51,29,56
91,50,80,15,25
88,77,34,19,13
54,54,42,32,86
99,79,12,30,88
0,86,75,40,37
79,32,51,71,26
34,59,42,65,45
74,59,93,76,91
88,75,19,90,62
65,39,52,30,17
18,94,48,70,23
86,49,44,99,85
1,75,95,85,85
3,90,45,5,68
63,15,7,1,65
94,41,51,72,69
70,20,56,68,0
94,29,99,17,19
30,27,59,94,84
33,57,23,25,87
87,80,21,68,29
59,32,95,92,26
73,3,88,38,30
58,0,15,96,21
36,51,52,25,38
47,58,66,84,49
39,5,61,68,25
65,84,37,59,27
89,33,83,91,12
57,96,15,17,70
72,23,52,85,83
54,9,79,53,49
60,30,20,63,11
19,90,61,20,97
40,8,80,35,74
69,78,2,54,74
53,39,44,25,19
90,53,82,0,40
78,1,44,29,91
19,48,20,26,79
32,63,76,66,14
77,48,63,40,53
11,23,16,62,82
1,12,93,84,10
24,21,26,48,12
36,47,66,38,23
39,48,79,2,31
48,9,52,27,6
36,34,98,69,47
14,58,58,69,40
47,16,58,74,86
50,62,72,97,8
36,6,42,35,94
86,83,82,32,64
85,36,64,21,21
85,12,30,19,10
91,1,82,96,60
27,37,45,20,29
62,4,69,43,88
17,30,25,6,37
40,32,60,36,83
87,24,89,15,58
78,76,59,90,44
69,93,36,15,63
59,6,94,84,46
22,60,66,58,51
40,48,5,45,77
76,15,67,54,97
74,29,54,1,71
70,51,95,74,49
72,78,71,44,54
93,74,9,0,55
25,38,83,51,5
56,11,57,84,95
5,3,77,60,1
45,13,91,10,55
43,14,43,25,2
12,85,87,42,53
69,92,87,10,2
43,74,57,54,40
30,42,11,86,21
40,15,17,91,46
76,44,40,97,92
93,42,76,44,22
2,33,62,34,70
57,97,59,88,24
85,84,60,63,54
5,28,77,41,83
96,29,97,11,3
35,32,89,62,3
68,56,27,3,24
9,62,2,93,69
36,52,75,3,90
38,93,23,67,76
86,1,46,6,38
80,38,53,3,89
49,69,87,5,45
95,85,65,71,89
88,84,81,67,74
63,10,72,58,14
43,5,26,59,33
64,50,64,91,48
73,22,3,4,12
14,31,71,0,68
2,58,35,83,12
50,45,52,96,86
96,13,52,52,53
40,45,38,54,89
65,73,51,53,40
30,62,43,77,90
54,14,43,94,60
19,81,26,82,85
73,82,7,92,95
25,92,50,92,33
2,66,16,89,24
1,16,20,4,10
79,11,16,16,9
58,66,56,44,8
73,94,23,29,74
17,72,94,32,56
82,29,78,80,43
25,95,79,7,49
60,69,83,48,81
13,11,18,2,83
3,97,75,88,98
33,31,1,97,1
71,28,73,75,23
63,0,52,81,54
14,90,41,69,52
20,89,87,88,4
68,71,57,7,41
97,3,75,54,23
26,73,48,12,17
59,85,79,21,61
92,99,82,37,65
48,99,48,37,59
17,37,58,88,32
88,61,90,32,61
43,64,15,28,65
57,98,96,30,49
46,51,39,6,27
64,31,3,7,35
38,86,49,30,87
58,88,20,17,42
14,66,47,53,81
83,86,48,47,91
19,23,72,6,82
80,92,47,81,2
10,74,85,6,63
64,79,23,26,98
95,33,67,38,66
26,46,7,29,67
76,38,58,57,23
18,9,73,90,78
85,73,93,12,94
48,0,67,53,30
42,26,78,40,34
27,8,91,17,47
96,62,57,63,14
5,17,55,38,3
11,69,98,60,6
31,24,26,66,30
91,72,2,95,80
98,72,22,46,36
49,75,63,18,47
40,27,81,24,16
56,22,50,87,87
86,68,38,74,77
67,93,18,54,76
85,14,27,65,77
21,61,4,37,81
87,77,71,95,51
23,78,31,95,10
62,8,63,21,29
81,87,46,54,27
40,33,37,19,50
55,99,84,45,8
0,17,8,74,10
87,77,43,47,68
32,2,90,30,93
57,80,88,95,34
86,3,84,89,56
96,9,54,36,36
55,92,59,60,24
91,51,43,59,32
2,65,98,43,9
68,29,52,63,36
61,8,0,83,64
50,26,13,36,57
51,43,73,80,77
81,39,16,79,32
57,19,91,18,8
49,50,1,69,17
28,68,95,86,1
62,7,36,20,93
48,43,15,93,12
73,3,91,57,62
41,27,86,7,34
92,81,6,73,87
15,61,21,57,13
63,38,4,81,43
83,22,92,65,92
69,67,62,81,68
94,75,65,38,17
13,23,69,30,86
97,50,9,37,46
30,53,6,89,27
51,53,38,70,54
81,89,16,76,35
4,58,26,80,87
51,77,41,25,93
39,58,68,13,7
94,60,85,44,61
50,13,56,23,10
84,74,66,32,43
40,2,18,95,90
64,54,69,50,74
90,28,9,77,58
22,41,99,25,59
26,28,16,40,45
82,77,68,2,78
36,32,49,95,75
34,82,47,70,60
30,51,6,70,26
87,60,5,57,18
73,28,10,94,99
21,48,91,63,68
37,78,38,98,59
33,68,37,5,57
96,61,20,26,53
33,45,74,37,17
99,5,65,16,99
79,41,69,62,25
80,90,9,59,65
34,85,73,5,29
3,41,33,52,11
45,22,47,56,94
8,16,61,29,25
68,45,99,97,10
3,5,28,61,81
36,59,34,52,57
46,0,85,11,76
68,18,42,4,2
94,59,34,7,99
86,51,16,50,10
21,2,34,49,75
9,1,10,32,69
82,37,63,35,55
93,78,26,55,3
35,95,30,4,21
74,80,14,98,66
12,60,41,84,63
28,96,99,90,4
59,49,96,75,52
4,7,31,43,16
31,87,47,94,69
9,83,86,61,5
71,39,84,59,83
88,14,37,90,32
42,10,96,89,45
71,8,36,63,56
12,41,36,95,86
93,58,25,18,26
54,15,13,87,56
81,77,59,73,11
74,99,15,24,91
69,82,62,18,83
20,50,71,85,21
43,66,70,38,26
20,83,9,90,92
61,75,0,78,57
46,11,97,51,45
50,88,98,10,83
25,24,97,22,88
99,74,88,68,75
37,25,84,82,84
59,75,55,75,32
3,65,62,76,98
3,73,59,45,40
37,32,29,68,10
35,75,83,83,0
83,24,45,33,23
57,11,4,27,80
49,29,20,42,13
51,70,73,46,88
64,72,38,97,28
25,79,15,26,65
92,53,75,32,22
36,12,99,22,4
21,26,17,40,95
56,30,87,97,33
77,78,13,69,56
83,46,99,22,55
78,2,28,66,45
31,21,50,39,60
13,67,60,61,6
77,10,40,32,29
79,62,27,72,38
87,91,19,18,93
65,27,12,81,76
17,90,40,41,83
86,61,48,78,42
23,7,84,46,62
94,54,63,95,98
13,68,60,4,43
84,40,52,36,44
9,15,92,79,81
16,63,72,81,37
59,21,26,9,77
43,46,22,25,8
52,76,97,99,28
38,22,32,28,73
0,26,95,10,93
30,30,66,38,55
83,44,6,22,36
97,42,68,62,47
80,88,38,31,72
96,71,55,16,84
92,59,47,36,91
71,54,6,42,50
31,16,7,95,16
21,55,58,26,43
33,49,13,39,32
39,85,55,61,59
98,23,73,74,91
84,32,80,54,18
39,65,38,83,19
69,82,19,69,0
36,80,74,64,67
43,36,18,70,93
98,1,7,19,55
71,68,15,72,29
55,58,76,96,87
78,78,53,49,0
82,89,63,78,19
36,97,73,76,13
94,83,82,64,98
31,32,82,38,44
99,55,50,39,41
96,17,79,71,70
78,39,82,53,3
85,17,91,74,67
98,39,35,34,22
47,75,95,5,31
12,88,38,58,38
66,22,17,68,43
1,35,53,67,4
29,34,52,90,22
95,9,5,28,65
74,44,13,94,9
58,38,4,96,17
36,67,73,1,7
75,85,54,19,63
14,96,80,8,57
54,92,52,73,93
17,37,35,84,53
20,22,39,29,53
77,48,14,41,57
84,0,46,24,48
62,24,45,85,5
16,0,82,32,49
36,19,23,29,2
66,91,64,61,89
34,61,11,15,98
9,10,25,23,48
89,77,45,25,92
90,98,26,53,18
84,71,4,25,26
67,17,34,90,33
84,98,52,31,98
41,12,30,88,10
87,23,20,72,91
51,86,17,4,42
96,16,4,2,0
21,64,48,82,90
75,61,8,37,53
39,28,79,89,35
0,91,10,79,66
6,33,36,34,28
49,70,94,59,37
50,70,25,94,76
9,33,94,78,80
90,72,57,69,88
0,7,11,28,65
87,37,15,71,38
13,70,77,58,62
2,13,85,13,48
26,21,94,14,79
64,59,40,19,79
61,79,21,18,71
48,2,46,36,41
74,33,9,18,5
47,32,47,90,54
26,44,91,46,91
55,15,85,0,50
5,42,69,41,98
11,63,18,18,93
90,38,35,55,53
35,55,66,94,67
48,3,58,56,32
52,42,60,41,94
37,69,21,25,20
96,44,14,78,49
43,8,56,3,5
51,99,61,88,78
20,75,78,99,78
25,25,34,82,5
33,48,99,6,31
73,82,75,18,84
12,70,65,91,81
80,47,98,31,61
88,25,55,97,15
44,39,30,29,30
12,22,32,82,46
69,95,25,6,11
88,0,20,26,71
94,45,76,95,13
28,14,53,44,37
68,56,22,72,76
93,84,11,59,45
63,31,66,15,57
75,38,69,18,86
92,52,1,6,9
98,68,37,62,40
32,70,21,55,11
92,66,73,31,40
83,28,1,45,89
91,43,12,69,5
59,84,88,76,0
37,59,42,97,14
56,89,93,88,94
75,41,42,8,38
55,6,12,35,65
68,29,57,91,64
37,2,97,3,48
94,26,0,10,70
33,88,82,54,42
44,70,68,81,2
68,61,1,87,29
95,47,68,43,32
33,72,52,10,18
20,12,96,59,5
47,95,76,88,23
35,83,77,40,21
36,27,61,11,54
79,5,93,2,59
89,28,71,45,79
89,78,95,46,69
87,83,97,42,76
67,73,12,13,28
7,73,65,43,87
37,6,66,45,52
20,3,71,36,7
57,43,67,42,62
39,62,14,77,28
12,30,20,89,87
29,36,86,52,28
29,35,1,98,24
82,39,47,30,33
53,26,91,9,85
90,83,61,9,42
49,23,76,97,49
60,57,96,5,38
50,24,62,86,40
51,69,49,8,1
8,65,62,25,74
55,85,23,94,94
88,67,60,62,67
52,51,5,25,11
41,5,71,8,18
89,57,70,10,22
88,90,70,99,91
74,43,34,71,67
39,37,22,95,72
43,71,16,39,46
98,91,57,28,20
24,66,25,56,73
24,59,14,49,92
57,48,75,29,8
17,72,64,66,96
46,1,49,5,42
71,77,86,48,91
21,86,47,1,30
67,35,25,20,36
59,67,72,60,32
60,3,82,11,14
82,91,60,13,86
11,30,2,20,22
42,91,29,15,94
31,70,10,60,76
37,43,74,64,69
58,11,85,70,34
29,71,4,44,58
46,64,38,90,12
34,1,63,5,13
1,79,3,34,17
34,13,0,69,11
86,96,31,75,21
82,81,96,71,79
65,77,29,61,9
77,23,28,16,75
17,46,19,68,91
45,43,92,87,0
87,17,32,85,83
86,93,9,7,66
54,22,97,97,1
27,82,28,83,62
84,96,5,86,85
52,7,44,39,62
78,4,74,81,21
60,79,40,43,25
68,48,19,64,88
73,45,3,26,32
38,87,68,7,64
69,63,65,27,62
58,78,95,76,35
61,24,46,75,41
15,11,32,25,82
7,11,43,49,43
38,94,86,52,34
27,31,51,59,32
63,86,84,14,67
39,50,4,36,82
95,23,7,82,44
32,57,16,31,50
39,41,64,52,6
2,87,90,15,59
37,53,17,32,57
4,91,21,84,70
88,66,51,8,99
85,97,25,14,66
54,77,26,63,50
54,6,50,29,67
75,13,34,24,42
19,91,33,24,77
59,1,8,76,63
56,50,75,68,9
32,27,3,46,59
5,41,57,24,31
86,95,76,2,68
59,19,5,28,75
41,51,16,56,48
97,30,13,8,71
99,71,73,92,0
54,27,39,7,91
15,62,47,80,90
6,86,88,8,70
62,53,45,25,26
42,55,95,85,72
99,94,27,75,11
15,14,55,2,2
51,31,38,20,94
27,35,7,43,58
36,72,58,45,72
98,71,27,84,50
44,4,43,98,22
90,83,95,46,65
74,59,78,97,82
23,56,31,14,12
99,68,46,67,60
0,70,37,69,38
60,91,56,82,3
92,48,91,53,1
55,35,36,44,85
45,36,19,61,88
66,98,86,81,10
32,18,25,21,99
35,87,7,0,83
70,40,69,55,63
36,15,24,60,27
77,63,46,90,35
19,57,64,31,27
6,64,62,7,77
78,76,48,75,3
37,76,45,19,63
47,20,81,8,54
30,59,8,3,2
31,56,22,65,26
7,34,99,13,2
92,59,85,6,57
89,60,85,60,2
99,50,4,97,23
9,48,38,5,48
65,27,14,7,46
44,17,81,66,5
99,1,82,87,99
95,47,11,35,32
63,68,40,62,83
2,94,70,35,30
51,56,72,55,26
92,49,86,68,98
95,52,53,70,58
43,97,11,18,83
62,42,14,74,43
41,3,73,92,63
39,16,4,4,39
92,86,78,64,18
13,21,52,27,90
81,25,39,17,37
43,44,2,0,50
63,9,40,50,55
66,4,83,95,18
64,9,6,49,73
6,90,12,75,7
52,32,77,21,2
13,27,69,65,46
90,46,37,54,64
2,2,23,14,12
40,93,61,91,83
60,28,90,46,88
50,38,70,46,52
19,75,65,87,0
58,83,48,33,42
47,92,13,72,78
11,5,16,88,54
67,4,5,93,42
33,20,57,82,76
43,58,14,14,77
23,61,96,79,68
71,6,82,79,28
39,30,42,48,20
56,32,51,13,0
68,17,7,90,52
5,18,79,54,18
57,74,79,47,52
87,35,46,23,76
90,72,46,64,51
89,1,73,23,35
2,41,74,10,82
83,33,34,90,56
30,85,47,15,74
80,29,14,17,40
85,73,62,82,12
44,5,48,49,5
17,75,72,59,49
22,1,46,92,54
69,18,43,52,48
47,41,22,82,65
12,83,59,26,80
41,88,76,9,56
14,59,7,28,77
0,31,31,45,79
46,42,78,65,51
23,3,2,17,17
79,23,94,54,6
83,67,81,74,51
25,67,12,41,68
53,40,44,57,30
72,18,17,60,21
37,89,49,42,24
26,38,62,23,6
88,60,37,70,61
85,84,35,26,61
59,26,48,46,39
7,85,94,19,36
74,50,96,47,17
4,83,73,71,97
42,29,75,31,84
86,69,62,8,47
42,26,32,67,83
39,77,85,9,12
31,90,16,0,2
30,69,57,31,40
63,20,86,50,60
7,3,64,72,7
97,54,15,8,91
1,31,67,92,42
63,20,25,1,43
46,69,55,89,11
16,78,92,90,71
11,10,4,39,53
6,69,25,82,97
